Species,Date,Count,Observer,Location,Comments
WHIMBREL Numenius phaeopus,2005-12-10,200,.  200 at SBWR,,"At SBWR, 150 counted on 9/10 (LKS) and 200 on 22/10 (LKS).  200 at SBWR, 10/12 (DA/LKS)."
EURASIAN CURLEW Numenius arquata,2005-10-01,1,1 seen at Changi North,,"1 seen at Changi North, 1/10 (LKC/TPL) and 2/10 (DA/NK/LKS/LBW/JR)."
EURASIAN CURLEW Numenius arquata,2005-10-02,1,and,,"1 seen at Changi North, 1/10 (LKC/TPL) and 2/10 (DA/NK/LKS/LBW/JR)."
COMMON REDSHANK Tringa totanus,2005-10-09,200,200 counted at SBWR,,"200 counted at SBWR, 9/10 (LKS) and 22/10 (LKS).  2 with Singapore flags seen at SBWR, 22/12 (AC/WF/LKS/AN).   Singapore Avifauna Volume 19 No 4"
COMMON REDSHANK Tringa totanus,2005-10-22,200,and,,"200 counted at SBWR, 9/10 (LKS) and 22/10 (LKS).  2 with Singapore flags seen at SBWR, 22/12 (AC/WF/LKS/AN).   Singapore Avifauna Volume 19 No 4"
COMMON REDSHANK Tringa totanus,2005-12-22,2,.  2 with Singapore flags seen at SBWR,,"200 counted at SBWR, 9/10 (LKS) and 22/10 (LKS).  2 with Singapore flags seen at SBWR, 22/12 (AC/WF/LKS/AN).   Singapore Avifauna Volume 19 No 4"
MARSH SANDPIPER Tringa stagnatilis,2005-10-09,1,1 at Kranji Nature Trail,,"1 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 350 on 9/10 (LKS) and 200 on 22/10 (LKS)."
MARSH SANDPIPER Tringa stagnatilis,2005-10-09,350,". At SBWR, 350 on",,"1 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 350 on 9/10 (LKS) and 200 on 22/10 (LKS)."
MARSH SANDPIPER Tringa stagnatilis,2005-10-22,200,and 200 on,,"1 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 350 on 9/10 (LKS) and 200 on 22/10 (LKS)."
COMMON GREENSHANK Tringa nebularia,2005-10-09,1,1 at Kranji Nature Trail,,"1 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 100 on 9/10 (LKS) and 200 on 22/10 (LKS).  1 at Tanah Merah, 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON GREENSHANK Tringa nebularia,2005-10-09,100,". At SBWR, 100 on",,"1 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 100 on 9/10 (LKS) and 200 on 22/10 (LKS).  1 at Tanah Merah, 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON GREENSHANK Tringa nebularia,2005-10-22,200,and 200 on,,"1 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 100 on 9/10 (LKS) and 200 on 22/10 (LKS).  1 at Tanah Merah, 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON GREENSHANK Tringa nebularia,2005-12-18,1,.  1 at Tanah Merah,,"1 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 100 on 9/10 (LKS) and 200 on 22/10 (LKS).  1 at Tanah Merah, 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON GREENSHANK Tringa nebularia,2005-12-31,1,and,,"1 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 100 on 9/10 (LKS) and 200 on 22/10 (LKS).  1 at Tanah Merah, 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
TEREK SANDPIPER Tringa cinerea,2005-10-09,5,"At SBWR, 5 seen on",,"At SBWR, 5 seen on 9/10 (LKS), 2 on 22/10 (LKS) and 1 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT)."
TEREK SANDPIPER Tringa cinerea,2005-10-22,2,2 on,,"At SBWR, 5 seen on 9/10 (LKS), 2 on 22/10 (LKS) and 1 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT)."
TEREK SANDPIPER Tringa cinerea,2005-10-23,1,and 1 on,,"At SBWR, 5 seen on 9/10 (LKS), 2 on 22/10 (LKS) and 1 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT)."
TEREK SANDPIPER Tringa cinerea,2005-11-04,1,.  1 at SBWR on,,"At SBWR, 5 seen on 9/10 (LKS), 2 on 22/10 (LKS) and 1 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT)."
RUDDY TURNSTONE Arenaria interpres,2005-10-03,4,"At SBWR, 4-5 were seen on",,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUDDY TURNSTONE Arenaria interpres,2005-10-05,6,6 on,,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUDDY TURNSTONE Arenaria interpres,2005-10-09,4,4 on,,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUDDY TURNSTONE Arenaria interpres,2005-10-22,3,3 on,,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUDDY TURNSTONE Arenaria interpres,2005-10-23,7,and 7 on,,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUDDY TURNSTONE Arenaria interpres,2005-10-01,8,". At Changi Central, 8 were seen on",,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUDDY TURNSTONE Arenaria interpres,2005-10-23,5,and 5 on,,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUDDY TURNSTONE Arenaria interpres,2005-11-04,1,.  1 at SBWR on,,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUDDY TURNSTONE Arenaria interpres,2005-12-31,2,.  2 at Changi Central,,"At SBWR, 4-5 were seen on 3/10 (HFH), 6 on 5/10 (LF), 4 on 9/10 (LKS), 3 on 22/10 (LKS) and 7 on 23/10 (AC/LKS/LBW). At Changi Central, 8 were seen on 1/10 (LKC/TPL) and 5 on 23/10 (AC/LKS/LBW).  1 at SBWR on 4/11 (LKC/LLW/DT).  2 at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
SANDERLING Calidris alba,2005-10-01,2,"At Changi North, 2 were seen on",,"At Changi North, 2 were seen on 1/10 (LKC/TPL), 6 on on 2/10 (DA/NK/LKS/LBW/JR) and 12 on 21/10 (LKC). 100 at Changi South on 23/10 (AC/LKS/LBW) was a notable high count.  31 counted at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
SANDERLING Calidris alba,2005-10-02,6,6 on on,,"At Changi North, 2 were seen on 1/10 (LKC/TPL), 6 on on 2/10 (DA/NK/LKS/LBW/JR) and 12 on 21/10 (LKC). 100 at Changi South on 23/10 (AC/LKS/LBW) was a notable high count.  31 counted at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
SANDERLING Calidris alba,2005-10-21,12,and 12 on,,"At Changi North, 2 were seen on 1/10 (LKC/TPL), 6 on on 2/10 (DA/NK/LKS/LBW/JR) and 12 on 21/10 (LKC). 100 at Changi South on 23/10 (AC/LKS/LBW) was a notable high count.  31 counted at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
SANDERLING Calidris alba,2005-10-23,100,. 100 at Changi South on,,"At Changi North, 2 were seen on 1/10 (LKC/TPL), 6 on on 2/10 (DA/NK/LKS/LBW/JR) and 12 on 21/10 (LKC). 100 at Changi South on 23/10 (AC/LKS/LBW) was a notable high count.  31 counted at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
SANDERLING Calidris alba,2005-12-31,31,was a notable high count.  31 counted at Changi Central,,"At Changi North, 2 were seen on 1/10 (LKC/TPL), 6 on on 2/10 (DA/NK/LKS/LBW/JR) and 12 on 21/10 (LKC). 100 at Changi South on 23/10 (AC/LKS/LBW) was a notable high count.  31 counted at Changi Central, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
RUFOUS-NECKED STINT Calidris ruficollis,2005-10-01,X,"At Changi North, “10-plus” on",,"At Changi North, “10-plus” on 1/10 (LKC/TPL), 10 on 2/10 (DA/NK/LKS/LBW/JR) and “several” on 21/10 (LKC). 100 counted at Changi South, 23/10 (AC/LKS/LBW).  1 at SBWR, 6/11 (LBW).  1 at Changi North, 4/12 (JC/LKS/LBW)."
RUFOUS-NECKED STINT Calidris ruficollis,2005-10-02,10,10 on,,"At Changi North, “10-plus” on 1/10 (LKC/TPL), 10 on 2/10 (DA/NK/LKS/LBW/JR) and “several” on 21/10 (LKC). 100 counted at Changi South, 23/10 (AC/LKS/LBW).  1 at SBWR, 6/11 (LBW).  1 at Changi North, 4/12 (JC/LKS/LBW)."
RUFOUS-NECKED STINT Calidris ruficollis,2005-10-21,5,and “several” on,,"At Changi North, “10-plus” on 1/10 (LKC/TPL), 10 on 2/10 (DA/NK/LKS/LBW/JR) and “several” on 21/10 (LKC). 100 counted at Changi South, 23/10 (AC/LKS/LBW).  1 at SBWR, 6/11 (LBW).  1 at Changi North, 4/12 (JC/LKS/LBW)."
RUFOUS-NECKED STINT Calidris ruficollis,2005-10-23,100,. 100 counted at Changi South,,"At Changi North, “10-plus” on 1/10 (LKC/TPL), 10 on 2/10 (DA/NK/LKS/LBW/JR) and “several” on 21/10 (LKC). 100 counted at Changi South, 23/10 (AC/LKS/LBW).  1 at SBWR, 6/11 (LBW).  1 at Changi North, 4/12 (JC/LKS/LBW)."
RUFOUS-NECKED STINT Calidris ruficollis,2005-11-06,1,.  1 at SBWR,,"At Changi North, “10-plus” on 1/10 (LKC/TPL), 10 on 2/10 (DA/NK/LKS/LBW/JR) and “several” on 21/10 (LKC). 100 counted at Changi South, 23/10 (AC/LKS/LBW).  1 at SBWR, 6/11 (LBW).  1 at Changi North, 4/12 (JC/LKS/LBW)."
RUFOUS-NECKED STINT Calidris ruficollis,2005-12-04,1,.  1 at Changi North,,"At Changi North, “10-plus” on 1/10 (LKC/TPL), 10 on 2/10 (DA/NK/LKS/LBW/JR) and “several” on 21/10 (LKC). 100 counted at Changi South, 23/10 (AC/LKS/LBW).  1 at SBWR, 6/11 (LBW).  1 at Changi North, 4/12 (JC/LKS/LBW)."
CURLEW SANDPIPER Cailidris ferruginea,2005-10-05,3,"At SBWR, 3 were counted on",,"At SBWR, 3 were counted on 5/10 (LF), 2 on 9/10 (LKS) and 200 on 23/10 (AC/LKS/LBW). Also 1 at Changi South, 23/10 (AC/LKS/LBW)."
CURLEW SANDPIPER Cailidris ferruginea,2005-10-09,2,2 on,,"At SBWR, 3 were counted on 5/10 (LF), 2 on 9/10 (LKS) and 200 on 23/10 (AC/LKS/LBW). Also 1 at Changi South, 23/10 (AC/LKS/LBW)."
CURLEW SANDPIPER Cailidris ferruginea,2005-10-23,200,and 200 on,,"At SBWR, 3 were counted on 5/10 (LF), 2 on 9/10 (LKS) and 200 on 23/10 (AC/LKS/LBW). Also 1 at Changi South, 23/10 (AC/LKS/LBW)."
CURLEW SANDPIPER Cailidris ferruginea,2005-10-23,1,. Also 1 at Changi South,,"At SBWR, 3 were counted on 5/10 (LF), 2 on 9/10 (LKS) and 200 on 23/10 (AC/LKS/LBW). Also 1 at Changi South, 23/10 (AC/LKS/LBW)."
BROAD-BILLED SANDPIPER Limicola falcinellus,2005-10-02,1,1 juvenile seen with sanderlings at Changi North,,"1 juvenile seen with sanderlings at Changi North, 2/10 (DA/NK/LKS/LBW/JR).  1 at SBWR, 6/11 (LBW) and 13/11 (LF)."
BROAD-BILLED SANDPIPER Limicola falcinellus,2005-11-06,1,.  1 at SBWR,,"1 juvenile seen with sanderlings at Changi North, 2/10 (DA/NK/LKS/LBW/JR).  1 at SBWR, 6/11 (LBW) and 13/11 (LF)."
BROAD-BILLED SANDPIPER Limicola falcinellus,2005-11-13,1,and,,"1 juvenile seen with sanderlings at Changi North, 2/10 (DA/NK/LKS/LBW/JR).  1 at SBWR, 6/11 (LBW) and 13/11 (LF)."
GREATER PAINTEDSNIPE Aostratula benghalensis,2005-10-22,1,1 male seen at Punggol,,"1 male seen at Punggol, 22/10 (AC/LKS/LBW)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-10-02,400,400 counted at Changi North,,"400 counted at Changi North, 2/10 (DA/NK/LKS/LBW/JR) and 50 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 400 on 9/10 (LKS) and 400 on 22/10 (LKS).  100 at SBWR, 26/11 (SA/LKS).   Singapore Avifauna Volume 19 No 4  About 15 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).   Singapore Avifauna Volume 19 No 4  6 at Sungei Serangoon, 31/12 (DA/LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-10-09,50,and 50 at Kranji Nature Trail,,"400 counted at Changi North, 2/10 (DA/NK/LKS/LBW/JR) and 50 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 400 on 9/10 (LKS) and 400 on 22/10 (LKS).  100 at SBWR, 26/11 (SA/LKS).   Singapore Avifauna Volume 19 No 4  About 15 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).   Singapore Avifauna Volume 19 No 4  6 at Sungei Serangoon, 31/12 (DA/LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-10-09,400,". At SBWR, 400 on",,"400 counted at Changi North, 2/10 (DA/NK/LKS/LBW/JR) and 50 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 400 on 9/10 (LKS) and 400 on 22/10 (LKS).  100 at SBWR, 26/11 (SA/LKS).   Singapore Avifauna Volume 19 No 4  About 15 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).   Singapore Avifauna Volume 19 No 4  6 at Sungei Serangoon, 31/12 (DA/LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-10-22,400,and 400 on,,"400 counted at Changi North, 2/10 (DA/NK/LKS/LBW/JR) and 50 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 400 on 9/10 (LKS) and 400 on 22/10 (LKS).  100 at SBWR, 26/11 (SA/LKS).   Singapore Avifauna Volume 19 No 4  About 15 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).   Singapore Avifauna Volume 19 No 4  6 at Sungei Serangoon, 31/12 (DA/LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-11-26,100,.  100 at SBWR,,"400 counted at Changi North, 2/10 (DA/NK/LKS/LBW/JR) and 50 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 400 on 9/10 (LKS) and 400 on 22/10 (LKS).  100 at SBWR, 26/11 (SA/LKS).   Singapore Avifauna Volume 19 No 4  About 15 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).   Singapore Avifauna Volume 19 No 4  6 at Sungei Serangoon, 31/12 (DA/LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-11-27,15,.    Volume 19 No 4  About 15 counted at Pontian Mudflats,,"400 counted at Changi North, 2/10 (DA/NK/LKS/LBW/JR) and 50 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 400 on 9/10 (LKS) and 400 on 22/10 (LKS).  100 at SBWR, 26/11 (SA/LKS).   Singapore Avifauna Volume 19 No 4  About 15 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).   Singapore Avifauna Volume 19 No 4  6 at Sungei Serangoon, 31/12 (DA/LKS)."
PACIFIC GOLDEN-PLOVER Pluvialis fulva,2005-12-31,6,.    Volume 19 No 4  6 at Sungei Serangoon,,"400 counted at Changi North, 2/10 (DA/NK/LKS/LBW/JR) and 50 at Kranji Nature Trail, 9/10 (LKS). At SBWR, 400 on 9/10 (LKS) and 400 on 22/10 (LKS).  100 at SBWR, 26/11 (SA/LKS).   Singapore Avifauna Volume 19 No 4  About 15 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).   Singapore Avifauna Volume 19 No 4  6 at Sungei Serangoon, 31/12 (DA/LKS)."
GREY PLOVER Pluvialis squatarola,2005-10-02,5,5 at Changi North,,"5 at Changi North, 2/10 (DA/NK/LKS/LBW/JR).  About 10 counted at Changi North, 10/12 (AC/AVC/LKK)."
GREY PLOVER Pluvialis squatarola,2005-12-10,10,.  About 10 counted at Changi North,,"5 at Changi North, 2/10 (DA/NK/LKS/LBW/JR).  About 10 counted at Changi North, 10/12 (AC/AVC/LKK)."
LITTLE RINGED PLOVER Charadrius dubius,2005-10-01,5,5-6 birds seen at Changi North,,"5-6 birds seen at Changi North, 1/10 (LKC/TPL).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 19/11 (DA/LKS) and 1 at SBWR, 20/11 (HF).  2 at Changi North, 4/12 (JC/LKS/LBW) and 3 immatures at Sungei Serangoon, 31/12 (DA/LKS)."
LITTLE RINGED PLOVER Charadrius dubius,2005-11-19,1,.    Volume 19 No 4     1 at Changi North,,"5-6 birds seen at Changi North, 1/10 (LKC/TPL).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 19/11 (DA/LKS) and 1 at SBWR, 20/11 (HF).  2 at Changi North, 4/12 (JC/LKS/LBW) and 3 immatures at Sungei Serangoon, 31/12 (DA/LKS)."
LITTLE RINGED PLOVER Charadrius dubius,2005-11-20,1,and 1 at SBWR,,"5-6 birds seen at Changi North, 1/10 (LKC/TPL).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 19/11 (DA/LKS) and 1 at SBWR, 20/11 (HF).  2 at Changi North, 4/12 (JC/LKS/LBW) and 3 immatures at Sungei Serangoon, 31/12 (DA/LKS)."
LITTLE RINGED PLOVER Charadrius dubius,2005-12-04,2,.  2 at Changi North,,"5-6 birds seen at Changi North, 1/10 (LKC/TPL).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 19/11 (DA/LKS) and 1 at SBWR, 20/11 (HF).  2 at Changi North, 4/12 (JC/LKS/LBW) and 3 immatures at Sungei Serangoon, 31/12 (DA/LKS)."
LITTLE RINGED PLOVER Charadrius dubius,2005-12-31,3,and 3 immatures at Sungei Serangoon,,"5-6 birds seen at Changi North, 1/10 (LKC/TPL).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 19/11 (DA/LKS) and 1 at SBWR, 20/11 (HF).  2 at Changi North, 4/12 (JC/LKS/LBW) and 3 immatures at Sungei Serangoon, 31/12 (DA/LKS)."
KENTISH PLOVER Charadrius alexandrinus,2005-10-23,1,1 at Changi South,,"1 at Changi South, 23/10 (AC/LKS/LBW)."
MALAYSIAN PLOVER Charadrius peronii,2005-10-02,9,"At Changi North, 9 were counted on",,"At Changi North, 9 were counted on 2/10 (DA/NK/LKS/LBW/JR) and 1 on 21/10 (LKC). Also 1 male at Changi South, 23/10 (AC/LKS/LBW).  1 pair at Changi North, 10/12 (AC/AVC/LKk), 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MALAYSIAN PLOVER Charadrius peronii,2005-10-21,1,and 1 on,,"At Changi North, 9 were counted on 2/10 (DA/NK/LKS/LBW/JR) and 1 on 21/10 (LKC). Also 1 male at Changi South, 23/10 (AC/LKS/LBW).  1 pair at Changi North, 10/12 (AC/AVC/LKk), 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MALAYSIAN PLOVER Charadrius peronii,2005-10-23,1,. Also 1 male at Changi South,,"At Changi North, 9 were counted on 2/10 (DA/NK/LKS/LBW/JR) and 1 on 21/10 (LKC). Also 1 male at Changi South, 23/10 (AC/LKS/LBW).  1 pair at Changi North, 10/12 (AC/AVC/LKk), 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MALAYSIAN PLOVER Charadrius peronii,2005-12-10,2,.  2 at Changi North,,"At Changi North, 9 were counted on 2/10 (DA/NK/LKS/LBW/JR) and 1 on 21/10 (LKC). Also 1 male at Changi South, 23/10 (AC/LKS/LBW).  1 pair at Changi North, 10/12 (AC/AVC/LKk), 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MALAYSIAN PLOVER Charadrius peronii,2005-12-31,2,and,,"At Changi North, 9 were counted on 2/10 (DA/NK/LKS/LBW/JR) and 1 on 21/10 (LKC). Also 1 male at Changi South, 23/10 (AC/LKS/LBW).  1 pair at Changi North, 10/12 (AC/AVC/LKk), 18/12 (DA/LKS) and 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MONGOLIAN PLOVER Charadrius mongolus,2005-10-02,3,3 were seen at Changi North on,,"3 were seen at Changi North on 2/10 (DA/NK/LKS/LBW/JR) and 800 at Changi South on 23/10 (AC/LKS/LBW). Also at SBWR, 100 were counted on 5/10 (LF) and 1 on 9/10 (LKS).  30 at SBWR, 6/11 (LBW).  At Changi Central, at least 300 were counted on 10/12 (AC/AVC/LKK) and 800 on 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MONGOLIAN PLOVER Charadrius mongolus,2005-10-23,800,and 800 at Changi South on,,"3 were seen at Changi North on 2/10 (DA/NK/LKS/LBW/JR) and 800 at Changi South on 23/10 (AC/LKS/LBW). Also at SBWR, 100 were counted on 5/10 (LF) and 1 on 9/10 (LKS).  30 at SBWR, 6/11 (LBW).  At Changi Central, at least 300 were counted on 10/12 (AC/AVC/LKK) and 800 on 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MONGOLIAN PLOVER Charadrius mongolus,2005-10-05,100,". Also at SBWR, 100 were counted on",,"3 were seen at Changi North on 2/10 (DA/NK/LKS/LBW/JR) and 800 at Changi South on 23/10 (AC/LKS/LBW). Also at SBWR, 100 were counted on 5/10 (LF) and 1 on 9/10 (LKS).  30 at SBWR, 6/11 (LBW).  At Changi Central, at least 300 were counted on 10/12 (AC/AVC/LKK) and 800 on 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MONGOLIAN PLOVER Charadrius mongolus,2005-10-09,1,and 1 on,,"3 were seen at Changi North on 2/10 (DA/NK/LKS/LBW/JR) and 800 at Changi South on 23/10 (AC/LKS/LBW). Also at SBWR, 100 were counted on 5/10 (LF) and 1 on 9/10 (LKS).  30 at SBWR, 6/11 (LBW).  At Changi Central, at least 300 were counted on 10/12 (AC/AVC/LKK) and 800 on 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MONGOLIAN PLOVER Charadrius mongolus,2005-11-06,30,.  30 at SBWR,,"3 were seen at Changi North on 2/10 (DA/NK/LKS/LBW/JR) and 800 at Changi South on 23/10 (AC/LKS/LBW). Also at SBWR, 100 were counted on 5/10 (LF) and 1 on 9/10 (LKS).  30 at SBWR, 6/11 (LBW).  At Changi Central, at least 300 were counted on 10/12 (AC/AVC/LKK) and 800 on 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MONGOLIAN PLOVER Charadrius mongolus,2005-12-10,300,".  At Changi Central, at least 300 were counted on",,"3 were seen at Changi North on 2/10 (DA/NK/LKS/LBW/JR) and 800 at Changi South on 23/10 (AC/LKS/LBW). Also at SBWR, 100 were counted on 5/10 (LF) and 1 on 9/10 (LKS).  30 at SBWR, 6/11 (LBW).  At Changi Central, at least 300 were counted on 10/12 (AC/AVC/LKK) and 800 on 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
MONGOLIAN PLOVER Charadrius mongolus,2005-12-31,800,and 800 on,,"3 were seen at Changi North on 2/10 (DA/NK/LKS/LBW/JR) and 800 at Changi South on 23/10 (AC/LKS/LBW). Also at SBWR, 100 were counted on 5/10 (LF) and 1 on 9/10 (LKS).  30 at SBWR, 6/11 (LBW).  At Changi Central, at least 300 were counted on 10/12 (AC/AVC/LKK) and 800 on 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
GREATER SAND PLOVER Charadrius leschenaultii,2005-10-01,200,"In a big roost of shorebirds at Changi South, “several hundreds” were seen on",,"In a big roost of shorebirds at Changi South, “several hundreds” were seen on 1/10 (LKC/TPL) and 200 on 23/10 (AC/LKS/LBW)."
GREATER SAND PLOVER Charadrius leschenaultii,2005-10-23,200,and 200 on,,"In a big roost of shorebirds at Changi South, “several hundreds” were seen on 1/10 (LKC/TPL) and 200 on 23/10 (AC/LKS/LBW)."
