English name,Scientific name,Date,Count,Observer,Location,Comments
Common Buzzard,Buteo buteo,19/11/2005,2,".   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North",,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
Common Buzzard,Buteo buteo,26/11/2005,1,. 1 light phase bird was also seen perched on a fence along Changi Coast Road on,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
Common Buzzard,Buteo buteo,10/12/2005,1,1 at Changi North,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
Common Buzzard,Buteo buteo,18/12/2005,1,,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
Common Buzzard,Buteo buteo,31/12/2005,1,and,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
Short-toed Snake-Eagle,Circaetus gallicus,23/10/2005,1,1 juvenile seen at BBNP,,"1 juvenile seen at BBNP, 23/10 (ACW/LKC/YDL)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,22/10/2005,1,1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,23/10/2005,1,. 1 pale morph at Sime Road,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,27/10/2005,1,"1 (pale morph) at Ketam Quarry, Pulau Ubin on",,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,29/10/2005,1,1 dark moph seen at Botanic Gardens,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,29/10/2005,1,1 at BBNP,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,30/10/2005,1,and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,3/12/2005,1,.       Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,3/12/2005,1,1 (dark morph) over BBNP,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,11/12/2005,1,and 1 light morph at Hindhede Nature Park,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,4/12/2005,1,". At Changi North, 1 pale adult was seen on",,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,10/12/2005,2,"and 2 birds (1 white, 1 dark) on",,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Changeable Hawk-Eagle,Nisaetus cirrhatus,24/12/2005,1,LKk). Also 1 heard at BTNR,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
Peregrine Falcon,Falco peregrinus,29/10/2005,1,1 on Pulau Ubin,,"1 on Pulau Ubin, 29/10 (TSK).  1 perched on a tower at Lorong Sesuai, 26/12 (sev obs). 1 seen swooping low in open woods at Changi North, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
Peregrine Falcon,Falco peregrinus,26/12/2005,1,.  1 perched on a tower at Lorong Sesuai,,"1 on Pulau Ubin, 29/10 (TSK).  1 perched on a tower at Lorong Sesuai, 26/12 (sev obs). 1 seen swooping low in open woods at Changi North, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
Peregrine Falcon,Falco peregrinus,31/12/2005,1,. 1 seen swooping low in open woods at Changi North,,"1 on Pulau Ubin, 29/10 (TSK).  1 perched on a tower at Lorong Sesuai, 26/12 (sev obs). 1 seen swooping low in open woods at Changi North, 31/12 (DA/AC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
Oriental Hobby,Falco severus,28/10/2005,1,"1 seen and photographed at Ketam Quarry, Pulau Ubin, on",,"1 seen and photographed at Ketam Quarry, Pulau Ubin, on 28/10 (RT) would, if confirmed, be the second record from Singapore. The first record was obtained from Pulau Ubin in July 2002 (see SINAV 16:3)."
Black-thighed Falconet,Microhierax fringillarius,23/10/2005,1,1 seen on a dead tree at BBNP,,"1 seen on a dead tree at BBNP, 23/10 (LL/SY).  An unconfirmed report of 1 perched on telecoms tower at BBNP, 27/11 (CMY).  1 seen at Track 270, 4/12 (YDL)."
Black-thighed Falconet,Microhierax fringillarius,27/11/2005,1,.  An unconfirmed report of 1 perched on telecoms tower at BBNP,,"1 seen on a dead tree at BBNP, 23/10 (LL/SY).  An unconfirmed report of 1 perched on telecoms tower at BBNP, 27/11 (CMY).  1 seen at Track 270, 4/12 (YDL)."
Black-thighed Falconet,Microhierax fringillarius,4/12/2005,1,.  1 seen at Track 270,,"1 seen on a dead tree at BBNP, 23/10 (LL/SY).  An unconfirmed report of 1 perched on telecoms tower at BBNP, 27/11 (CMY).  1 seen at Track 270, 4/12 (YDL)."
Little Grebe,Tachybaptus ruficollis,18/10/2005,2,2 at Lorong Halus on,,"2 at Lorong Halus on 18/10 (LF) and 22/10 (AC/LKS/LBW). See Nesting Report below.  A pair present with 1 bird on nest at a pond at Lorong Halus on 22/10 (AC/LKS/LBW).  4 birds counted at Lorong Halus, 18/12 (DA/LKS). See Nesting Report below.  2 adults seen attending to 2 chicks in a pond at Lorong Halus, 18/12 (DA/LKS)."
Little Grebe,Tachybaptus ruficollis,22/10/2005,2,and,,"2 at Lorong Halus on 18/10 (LF) and 22/10 (AC/LKS/LBW). See Nesting Report below.  A pair present with 1 bird on nest at a pond at Lorong Halus on 22/10 (AC/LKS/LBW).  4 birds counted at Lorong Halus, 18/12 (DA/LKS). See Nesting Report below.  2 adults seen attending to 2 chicks in a pond at Lorong Halus, 18/12 (DA/LKS)."
Little Grebe,Tachybaptus ruficollis,22/10/2005,2,. See Nesting Report below.  2 present with 1 bird on nest at a pond at Lorong Halus on,,"2 at Lorong Halus on 18/10 (LF) and 22/10 (AC/LKS/LBW). See Nesting Report below.  A pair present with 1 bird on nest at a pond at Lorong Halus on 22/10 (AC/LKS/LBW).  4 birds counted at Lorong Halus, 18/12 (DA/LKS). See Nesting Report below.  2 adults seen attending to 2 chicks in a pond at Lorong Halus, 18/12 (DA/LKS)."
Little Grebe,Tachybaptus ruficollis,18/12/2005,4,.  4 birds counted at Lorong Halus,,"2 at Lorong Halus on 18/10 (LF) and 22/10 (AC/LKS/LBW). See Nesting Report below.  A pair present with 1 bird on nest at a pond at Lorong Halus on 22/10 (AC/LKS/LBW).  4 birds counted at Lorong Halus, 18/12 (DA/LKS). See Nesting Report below.  2 adults seen attending to 2 chicks in a pond at Lorong Halus, 18/12 (DA/LKS)."
Little Grebe,Tachybaptus ruficollis,18/12/2005,2,. See Nesting Report below.  2 adults seen attending to 2 chicks in a pond at Lorong Halus,,"2 at Lorong Halus on 18/10 (LF) and 22/10 (AC/LKS/LBW). See Nesting Report below.  A pair present with 1 bird on nest at a pond at Lorong Halus on 22/10 (AC/LKS/LBW).  4 birds counted at Lorong Halus, 18/12 (DA/LKS). See Nesting Report below.  2 adults seen attending to 2 chicks in a pond at Lorong Halus, 18/12 (DA/LKS)."
Little Egret,Egretta garzetta,9/10/2005,5,5 at Kranji Nature Trail,,"5 at Kranji Nature Trail, 9/10 (LKS) and 64 at SBWR, 9/10 (LKS).  About 10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL)."
Little Egret,Egretta garzetta,9/10/2005,64,and 64 at SBWR,,"5 at Kranji Nature Trail, 9/10 (LKS) and 64 at SBWR, 9/10 (LKS).  About 10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL)."
Little Egret,Egretta garzetta,27/11/2005,10,.  About 10 counted at Pontian Mudflats,,"5 at Kranji Nature Trail, 9/10 (LKS) and 64 at SBWR, 9/10 (LKS).  About 10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL)."
Chinese Egret,Egretta eulophotes,22/10/2005,1,1 seen at Sungei Serangoon,,"1 seen at Sungei Serangoon, 22/10 (ACW/LKC/YDL).  1 winter seen foraging at Sungei Serangoon, 31/12 (DA/LKS)."
Chinese Egret,Egretta eulophotes,31/12/2005,1,.  1 winter seen foraging at Sungei Serangoon,,"1 seen at Sungei Serangoon, 22/10 (ACW/LKC/YDL).  1 winter seen foraging at Sungei Serangoon, 31/12 (DA/LKS)."
Gray Heron,Ardea cinerea,9/10/2005,1,1 at SBWR,,"1 at SBWR, 9/10 (LKS).  200 nests and 400 birds seen at a heronry at Seletar Camp, 31/10 (TKH). Some trees had 50 birds.  4 at Lorong Halus, 26/11 (SA/LKS).  10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).  2 at SBWR, 10/12 (DA/LKS) and 23 at Sungei Seletar, 23/12 (LKS)."
Gray Heron,Ardea cinerea,31/10/2005,400,.  200 nests and 400 birds seen at a heronry at Seletar Camp,,"1 at SBWR, 9/10 (LKS).  200 nests and 400 birds seen at a heronry at Seletar Camp, 31/10 (TKH). Some trees had 50 birds.  4 at Lorong Halus, 26/11 (SA/LKS).  10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).  2 at SBWR, 10/12 (DA/LKS) and 23 at Sungei Seletar, 23/12 (LKS)."
Gray Heron,Ardea cinerea,26/11/2005,4,. Some trees had 50 birds.  4 at Lorong Halus,,"1 at SBWR, 9/10 (LKS).  200 nests and 400 birds seen at a heronry at Seletar Camp, 31/10 (TKH). Some trees had 50 birds.  4 at Lorong Halus, 26/11 (SA/LKS).  10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).  2 at SBWR, 10/12 (DA/LKS) and 23 at Sungei Seletar, 23/12 (LKS)."
Gray Heron,Ardea cinerea,27/11/2005,10,.  10 counted at Pontian Mudflats,,"1 at SBWR, 9/10 (LKS).  200 nests and 400 birds seen at a heronry at Seletar Camp, 31/10 (TKH). Some trees had 50 birds.  4 at Lorong Halus, 26/11 (SA/LKS).  10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).  2 at SBWR, 10/12 (DA/LKS) and 23 at Sungei Seletar, 23/12 (LKS)."
Gray Heron,Ardea cinerea,10/12/2005,2,.  2 at SBWR,,"1 at SBWR, 9/10 (LKS).  200 nests and 400 birds seen at a heronry at Seletar Camp, 31/10 (TKH). Some trees had 50 birds.  4 at Lorong Halus, 26/11 (SA/LKS).  10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).  2 at SBWR, 10/12 (DA/LKS) and 23 at Sungei Seletar, 23/12 (LKS)."
Gray Heron,Ardea cinerea,23/12/2005,23,and 23 at Sungei Seletar,,"1 at SBWR, 9/10 (LKS).  200 nests and 400 birds seen at a heronry at Seletar Camp, 31/10 (TKH). Some trees had 50 birds.  4 at Lorong Halus, 26/11 (SA/LKS).  10 counted at Pontian Mudflats, 27/11 (AC/KK/AOY/YPL).  2 at SBWR, 10/12 (DA/LKS) and 23 at Sungei Seletar, 23/12 (LKS)."
Purple Heron,Ardea purpurea,2/10/2005,3,3 at Changi North,,"3 at Changi North, 2/10 (DA/NK/LKS/LBW/JR), 1 at MacRitchie Reservoir, 9/10 (LF), 1 at Marina City Park, 23/10 (AC/LKS/LBW) and 1 at Neo Tiew Lane 2, 30/10 (SBG).  1 adult seen at Sungei Buloh, 26/11 (LKS).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 4/12 (JC/LKS/LBW), 1 at Kranji Dam, 10/12 (LKS), 1 (juvenile) at Kent Ridge Park, 25/12 (AOY) and 1 at Lorong Halus, 31/12 (DA/LKS)."
Purple Heron,Ardea purpurea,9/10/2005,1,1 at MacRitchie Reservoir,,"3 at Changi North, 2/10 (DA/NK/LKS/LBW/JR), 1 at MacRitchie Reservoir, 9/10 (LF), 1 at Marina City Park, 23/10 (AC/LKS/LBW) and 1 at Neo Tiew Lane 2, 30/10 (SBG).  1 adult seen at Sungei Buloh, 26/11 (LKS).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 4/12 (JC/LKS/LBW), 1 at Kranji Dam, 10/12 (LKS), 1 (juvenile) at Kent Ridge Park, 25/12 (AOY) and 1 at Lorong Halus, 31/12 (DA/LKS)."
Purple Heron,Ardea purpurea,23/10/2005,1,1 at Marina City Park,,"3 at Changi North, 2/10 (DA/NK/LKS/LBW/JR), 1 at MacRitchie Reservoir, 9/10 (LF), 1 at Marina City Park, 23/10 (AC/LKS/LBW) and 1 at Neo Tiew Lane 2, 30/10 (SBG).  1 adult seen at Sungei Buloh, 26/11 (LKS).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 4/12 (JC/LKS/LBW), 1 at Kranji Dam, 10/12 (LKS), 1 (juvenile) at Kent Ridge Park, 25/12 (AOY) and 1 at Lorong Halus, 31/12 (DA/LKS)."
Purple Heron,Ardea purpurea,30/10/2005,1,and 1 at Neo Tiew Lane 2,,"3 at Changi North, 2/10 (DA/NK/LKS/LBW/JR), 1 at MacRitchie Reservoir, 9/10 (LF), 1 at Marina City Park, 23/10 (AC/LKS/LBW) and 1 at Neo Tiew Lane 2, 30/10 (SBG).  1 adult seen at Sungei Buloh, 26/11 (LKS).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 4/12 (JC/LKS/LBW), 1 at Kranji Dam, 10/12 (LKS), 1 (juvenile) at Kent Ridge Park, 25/12 (AOY) and 1 at Lorong Halus, 31/12 (DA/LKS)."
Purple Heron,Ardea purpurea,26/11/2005,1,.  1 adult seen at Sungei Buloh,,"3 at Changi North, 2/10 (DA/NK/LKS/LBW/JR), 1 at MacRitchie Reservoir, 9/10 (LF), 1 at Marina City Park, 23/10 (AC/LKS/LBW) and 1 at Neo Tiew Lane 2, 30/10 (SBG).  1 adult seen at Sungei Buloh, 26/11 (LKS).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 4/12 (JC/LKS/LBW), 1 at Kranji Dam, 10/12 (LKS), 1 (juvenile) at Kent Ridge Park, 25/12 (AOY) and 1 at Lorong Halus, 31/12 (DA/LKS)."
Purple Heron,Ardea purpurea,4/12/2005,1,.    Volume 19 No 4     1 at Changi North,,"3 at Changi North, 2/10 (DA/NK/LKS/LBW/JR), 1 at MacRitchie Reservoir, 9/10 (LF), 1 at Marina City Park, 23/10 (AC/LKS/LBW) and 1 at Neo Tiew Lane 2, 30/10 (SBG).  1 adult seen at Sungei Buloh, 26/11 (LKS).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 4/12 (JC/LKS/LBW), 1 at Kranji Dam, 10/12 (LKS), 1 (juvenile) at Kent Ridge Park, 25/12 (AOY) and 1 at Lorong Halus, 31/12 (DA/LKS)."
Purple Heron,Ardea purpurea,10/12/2005,1,1 at Kranji Dam,,"3 at Changi North, 2/10 (DA/NK/LKS/LBW/JR), 1 at MacRitchie Reservoir, 9/10 (LF), 1 at Marina City Park, 23/10 (AC/LKS/LBW) and 1 at Neo Tiew Lane 2, 30/10 (SBG).  1 adult seen at Sungei Buloh, 26/11 (LKS).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 4/12 (JC/LKS/LBW), 1 at Kranji Dam, 10/12 (LKS), 1 (juvenile) at Kent Ridge Park, 25/12 (AOY) and 1 at Lorong Halus, 31/12 (DA/LKS)."
Purple Heron,Ardea purpurea,25/12/2005,1,1 (juvenile) at Kent Ridge Park,,"3 at Changi North, 2/10 (DA/NK/LKS/LBW/JR), 1 at MacRitchie Reservoir, 9/10 (LF), 1 at Marina City Park, 23/10 (AC/LKS/LBW) and 1 at Neo Tiew Lane 2, 30/10 (SBG).  1 adult seen at Sungei Buloh, 26/11 (LKS).   Singapore Avifauna Volume 19 No 4     1 at Changi North, 4/12 (JC/LKS/LBW), 1 at Kranji Dam, 10/12 (LKS), 1 (juvenile) at Kent Ridge Park, 25/12 (AOY) and 1 at Lorong Halus, 31/12 (DA/LKS)."
